"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-09-24","","9891.2197265625","","","","","1.27369332313538","2.15700006484985","","147","","158","180","","","0.729901266213762","75.64","24","15","30","8","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RIDE W/30' TEMPO","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS1: 1 x 30 Min Tempo Interval TARGET: Tempo (PW iLevel Z3) CADENCE: 1 gear ""harder/slower RPM"" target 75 RPM, then normal self selected. ------ MS2: Ride remaining prescribed time in Endurance zone TARGET: Endurance (PW iLevels Z2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes","2","","2022-09-25","","46874.71875","127","364","995.918","","2.19222211837769","5.94000005722046","","65","","134","162","","","0.706432381494629","109.34","18","81","32","0","0","","","","","","28","52","38","11","5","1","1","0","","","",""
"ENDURANCE RIDE W/15' TEMPO","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS1: 1 x 15 Min Tempo Interval TARGET: Tempo (PW iLevel Z3) CADENCE: 1 gear ""harder/slower RPM"" MS2: Ride remaining prescribed time in Endurance zone TARGET: Endurance (PW iLevels Z2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1.5","","2022-09-26","If you happen to have a gentle 15 min climb, that would work great.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ME01.5 Muscular Endurance - 3X(4X100)","Swim","Warmup 500= 300 Swim/200 Kick --------------- Main sets 200= 4x50 fist drill swim 400= 4x100 @ Tpace w15"" rest 200= 4x50 catch-up drill 400= 4x100 @ Tpace -:02 w/20"" rest 200= 4x50 kick 400= 4x100 @ Tpace -:03 w/20"" rest 200 mix strokes","","2286","2022-09-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.583333333333333","","2022-09-27","","5963.830078125","","","","","0.829605877399445","1.99699997901917","","126","","137","170","","","0.751712410693859","51.71","43","5","2","0","0","0","0","","","","","","","","","","","","","","",""
"E05 250s 200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count ----------- 500= 2 x 250 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= kick 200= mix stroke warm down","0.833333333333333","2286","2022-09-27","","1691.64004516602","","","","","0.629915557437473","0.743578041831216","","21","","136","178","","","1.12463580631054","87.53","0","0","0","0","0","0","37","","","","","","","","","","","","","","","5"
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1","","2022-09-28","---------","14621.16015625","122","379","377.449","","0.862849473953247","4.70699977874756","","57","","124","147","","","0.653986113836651","36.51","10","41","1","0","0","","","","","","14","26","10","2","1","0","0","0","","","",""
"Running","Run","","","","2022-09-28","","1463.2900390625","","","","","0.404691398143768","1.00399994850159","","74","","96","112","","","0.391012558657414","6.7","24","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.583333333333333","","2022-09-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E05 250s 200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count ----------- 500= 2 x 250 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= kick 200= mix stroke warm down","0.833333333333333","2286","2022-09-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Booster Symptoms Break","Day Off","","","","2022-09-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1","","2022-09-30","---------","23261.609375","113","341","518.117","","1.26361107826233","5.11399984359741","","57","","","","","","0.645233045692287","52.29","","","","","","","","","","","26","31","17","2","1","1","0","0","","","",""
"ENDURANCE WALK/RUN","Run","","1","","2022-10-01","","6715.39990234375","","","","","2.33929491043091","0.796999990940094","","63","","99","134","","","0.273301318742393","19.77","140","0","0","0","0","0","0","","","","","","","","","","","","","","","5"
"FATIGUE RESISTANT 30' TEMPO","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: Endurance (PW iLevels Z2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ----- MS2: For the last 30 minutes of ride, pick up the effort to solid tempo zone. TARGET: Tempo (PW iLevel Z3) CADENCE: 1 gear ""harder/slower RPM"" for 5 min, then normal self selection. ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","2","","2022-10-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEEK 5 : Base 2","Other","24 week cycling base","","","2022-10-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E 200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count ----------- 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 800= 4 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= mix stroke warm down","","2286","2022-10-04","","2468.88006591797","","","","","0.948393057717217","0.72042021182316","","21","","130","155","","","1.12270474533501","132.76","0","0","0","0","0","0","57","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-10-04","","7112.31982421875","","","","","0.837312757968903","2.35999989509583","","154","","145","165","","","0.732575494748756","49.59","41","9","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-10-05","","28807.51","125","168","448.24","","0.999722222222222","8.01321557719054","","78","","","","","","0.652621266612447","41.73","","","","","","","","","","","12","40","9","0","0","0","0","0","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-10-06","","6868.9599609375","","","","","0.807621121406555","2.36299991607666","","150","","140","158","","","0.81731956239086","59.42","46","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"20' TEMPO + ENDURANCE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS1: 1 x 20 Min Tempo Interval TARGET: Tempo (PW iLevel Z3) CADENCE: 1 gear ""harder/slower RPM"" target 75 RPM, then normal self selected. ------ MS2: Ride remaining prescribed time in Endurance zone TARGET: Endurance (PW iLevels Z2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes","1.25","","2022-10-07","","0","","","","","1.2559939622879","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-10-08","","10619.669921875","","","","","1.36930584907532","2.15400004386902","","154","","146","164","","","0.765454312478479","84","52","24","1","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-10-09","","29471.75","108","333","699.492","","1.79754054546356","4.55399990081787","","51","","133","175","","","0.686443313070591","84.35","37","22","40","9","0","","","","","","45","17","36","9","2","1","1","0","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-10-12","","6994","","","","","0.797289729118347","2.43700003623962","","160","","162","177","","","0.817630484136066","58.71","5","16","20","7","0","0","0","","","","","","","","","","","","","","",""
"SST + ONE LEG DRILLS","Bike","Warmup 15 min easy Wamup 2 x 2 min @ Sweetspot w/1 min easy --------- Main Set 1 One Leg Drills 1 min LEFT - 1 min BOTH - 1 min RIGHT ----------- Rest 5 min easy ---------- Main Set 2 3 x 6' @ Sweetspot w/2 min easy. ----------- Then straight into Zone 2 for remainder of ride.","1.25","","2022-10-12","Doing one-leg drills is harder on aerobars but should be a triathlete's goal.","24083.4609375","120","486","536.212","","1.25358533859253","5.33699989318848","","57","","137","172","","","0.729824734505936","66.51","7","32","31","5","0","","","","","","30","14","14","6","7","3","2","1","","","",""
"CRISS-CROSS TEMPO/SWEETSPOT 2X10'","Bike","","1.25","","2022-10-13","","24318.7890625","117","257","668.276","","1.58388888835907","4.2649998664856","","52","","","","","","0.704605217027179","78.32","","","","","","","","","","","33","25","22","10","5","3","0","0","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-10-14","","7158.39013671875","","","","","0.790932774543762","2.51399993896484","","156","","162","176","","","0.837569121905967","61.1","7","9","23","8","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-10-14","","914.400024414063","","","","","0.334036112891303","0.760099770917758","","20","","132","142","","","1.13729420341207","46.59","0","0","0","0","0","0","20","","","","","","","","","","","","","","",""
"30' TEMPO + ENDURANCE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS1: 1 x 30 Min Tempo Interval TARGET: Tempo (PW iLevel Z3) CADENCE: 1 gear ""harder/slower RPM"" target 75 RPM, then normal self selected. ------ MS2: Ride remaining prescribed time in Endurance zone TARGET: Endurance (PW iLevels Z2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes","2","","2022-10-15","","35867.08984375","127","366","817.786","","1.78277778625488","5.58900022506714","","57","","","","","","0.713171556535343","90.4","","","","","","","","","","","28","35","30","12","5","1","0","0","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-10-17","","10610.4501953125","","","","","1.28353643417358","2.2960000038147","","155","","138","165","","","0.764128035932772","83.55","70","6","1","0","0","0","0","","","","","","","","","","","","","","",""
"STRENGTH/ENDURANCE - Hill Reps (3X10) Z3-Z4 @ 75-80RPM","Bike","Cycling Strength/Endurance Block --------------------- 20min Easy Spin W/U @ 95rpm @ 65-75% effort Mixed Terrain . Main Set: . 3X10 min hill repeats @ 75-80RPM @ Upper Z3 lower Z4 effort with 5 min recovery spin between reps @ 90rpm+. . W/D with left over time @ 90RPM+ mixed Terrain. . The goal of the workout is to build strength through the full range of motion while also taxing the aerobic system at close to Lactate Threshold thus transferring your natural strength into sport specific strength by connecting strength, cadence and cardio together.","1.25","","2022-10-18","If riding inside, Zwift ""Road to Sky"" route is ideal","18929.150390625","120","285","539.152","","1.24833333492279","4.21199989318848","","50","","","","","","0.717154062465267","63.88","","","","","","","","","","","21","20","21","9","4","1","0","0","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-10-19","","6733.77001953125","","","","","0.822724759578705","2.2739999294281","","154","","155","172","","","0.781724052486228","55.45","14","24","11","0","0","0","0","","","","","","","","","","","","","","",""
"GEOFF'S GO-TO SWIM WORKOUT","Swim","500 Easy 400 Moderate 300 Moderate 200 Moderate 100 Fast but not all out --------------------","","1371.59997558594","2022-10-19","","1417.3200378418","","","","","0.517478890419006","0.759957124848148","","23","","116","136","","","1.11800766635764","70.56","0","0","0","0","0","1","28","","","","","","","","","","","","","","",""
"CRISS-CROSS TEMPO/SST/TEMPO 2X14'","Bike","","1.33333333333333","","2022-10-20","","23571.4296875","112","283","555.234","","1.37493026256561","4.76200008392334","","50","","136","172","","","0.703052720135986","67.47","18","28","28","8","0","","","","","","30","18","20","10","4","1","0","0","","","",""
"GEOFF LADDER","Swim","500 Easy 400 as 4x100 300 Moderate 200 as 4x50 100 Fast -------------------- See how everything feels for the next few days before proceeding the more yardage.","","1371.59997558594","2022-10-21","","1371.60003662109","","","","","0.474952225155301","0.799300720641663","","21","","129","158","","","1.13052709267637","66.25","0","0","0","0","0","0","28","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-10-21","","6884.83984375","","","","","0.789883077144623","2.4210000038147","","156","","149","169","","","0.817719393823212","58.17","30","13","4","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-10-24","","10606.509765625","","","","","1.16911232471466","2.51999998092651","","162","","153","175","","","0.868883767400425","98.16","30","26","13","1","0","0","0","","","","","","","","","","","","","","",""
"STRENGTH/ENDURANCE HILLS","Bike","30min Easy Spin W/U @ 95rpm . Main Set: . Mixed Terrain but include lots of hills @ Z3-Z4 and slightly lower cadence on the uphills throughout the ride. . When you are not riding hills keep the cadence at 90RPM+ at Z2 effort . W/D with left over time @ 90RPM+ mixed Terrain.","2.25","","2022-10-24","On the uphills, think about unweighting on each up-stroke of the crank rotation and moving that foot forward. And on the bottom, think about scraping ""mud"" off your shoe to get a bit more power. Very subtle stuff. The goal of the workout is to build strength through the full range of motion.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKILLS/FORM 1.5","Bike","W/U 10-15min @ Z2-Z3 effort. During the last 5min of the W/U, build effort levels up to upper Z4 and then return slowly back to Z2 effort again. Keep cadence between 90-100 RPM during the W/U. --------------------------- Main Set: 3x . 3min @ 65-70rpm @ Z3 with a focus on even power through the full range of motion. . 2 min easy . 2 min 100 RPM spin @ Z2 to Z3 . 2 min easy ------------------------------- W/D 10-15min @ Z2-Z3 @ 90-100rpm","1","","2022-10-25","you may want to do this indoors on a trainer. This workout will help smooth out pedaling technique and increase muscle recruitment.","18373.990234375","125","443","416.34","","0.927558302879333","5.5019998550415","","58","","127","151","","","0.726329810772262","48.68","9","44","3","0","0","","","","","","15","18","15","5","2","1","1","0","","","",""
"1700 - SWIMMING","Swim","300 W/U = 100 swim/100 pull/100 kick w/fins or no fins . 400 = 2x200 w/30"" rest . 600 = 6x100 w/20"" rest . 400 = 1 x 200 kick w/fins into 200 swim w/fins or paddles @ cruise effort","","1554.47998046875","2022-10-26","","1280.16003417969","","","","","0.422561667230394","0.8372531289599","","21","","143","181","","","1.12018406230429","57.79","0","0","0","1","0","0","24","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1","","2022-10-27","---------","25380.349609375","136","495","547.881","","1.11916661262512","6.29899978637695","","61","","","","","","0.7535602733238","63.17","","","","","","","","","","","13","25","20","6","2","2","1","1","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.583333333333333","","2022-10-27","","6045.58984375","","","","","0.70880115032196","2.36899995803833","","157","","148","177","","","0.797041012071572","49.46","30","7","2","3","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.583333333333333","","2022-10-28","","5392.7900390625","","","","","0.63750809431076","2.34999990463257","","155","","139","158","","","0.773957358561694","41.83","38","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","","1","","2022-10-30","","8203.5","","","","","1.14967560768127","1.98199999332428","","131","","135","166","","","0.715504383873808","65.43","58","10","1","0","0","0","0","","","","","","","","","","","","","","",""
"ARE YOU UP FOR A FTP TEST?","Bike","","","","2022-10-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-10-31","","20216.369140625","141","396","456.601","","0.902855575084686","6.21999979019165","","62","","144","178","","","0.819389290199625","60.18","4","28","4","19","0","","","","","","15","18","3","3","7","8","3","0","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-02","","7381.68017578125","","","","","0.836863338947296","2.45000004768372","","160","","159","180","","","0.810095303297444","60.57","6","19","22","3","0","0","0","","","","","","","","","","","","","","",""
"E05 250s 200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count ----------- 500= 2 x 250 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= kick 200= mix stroke warm down","0.833333333333333","2286","2022-11-02","","2057.40005493164","","","","","0.759007504251268","0.749781361126691","","21","","135","169","","","1.12291394239385","105.75","0","0","0","0","0","0","45","","","","","","","","","","","","","","",""
"STRENGTH/ENDURANCE - Hill Reps (2X15) Z3-Z4 @ 75-80RPM","Bike","Cycling Strength/Endurance Block --------------------- 20min Easy Spin W/U @ 95rpm @ 65-75% effort Mixed Terrain . Main Set: . 2X15 min hill repeats @ 75-80RPM @ Upper Z3 lower Z4 effort with 5 min recovery spin between reps @ 90rpm+. . W/D with left over time @ 90RPM+ mixed Terrain. . The goal of the workout is to build strength through the full range of motion while also taxing the aerobic system at close to Lactate Threshold thus transferring your natural strength into sport specific strength by connecting strength, cadence and cardio together.","1.25","","2022-11-02","If riding inside, Zwift ""Road to Sky"" route is ideal","22718.990234375","132","388","550.431","","1.15194439888","5.47800016403198","","57","","132","167","","","0.749803362088393","64.43","8","36","24","1","0","","","","","","16","21","13","13","6","2","0","0","","","",""
"TEMPO/SWEET 5'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 5' @ low Zone 3 straight into 5' @ SweetSpot 5' Easy 8' @ SweetSpot 5' Easy 5' @ SweetSpot straight into 5' low Zone 3 --------- Warm down @ Zone 2","1.25","","2022-11-03","","22744.080078125","127","278","550.51"," *11/05/2022 Geoffrey Chandler: Your data reads 37 degrees. Is that right? Braving the cold.* *11/06/2022 Quincy Wofford: I don't have an indoor option at the moment. Really pretty out though with the snow on the mountains, and not so bad until the sun goes down.*","1.20611107349396","5.23799991607666","","59","","133","157","","","0.717336492535538","61.51","9","39","25","0","0","","","","","","15","29","13","10","6","1","0","0","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ME01.5 Muscular Endurance - 3X(4X100)","Swim","Warmup 500= 300 Swim/200 Kick --------------- Main sets 200= 4x50 fist drill swim 400= 4x100 @ Tpace w15"" rest 200= 4x50 catch-up drill 400= 4x100 @ Tpace -:02 w/20"" rest 200= 4x50 kick 400= 4x100 @ Tpace -:03 w/20"" rest 200 mix strokes","","2286","2022-11-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STRENGTH/ENDURANCE Hills - No Set - Z2/Z4","Bike","30min Easy Spin W/U @ 95rpm @ 65-75% effort Mixed Terrain. . Main Set: . Mixed Terrain but include lots of hills @ Z3-Z4 effort throughout the ride @ 75-85rpm, the key to this ride is every time you see a hill you should be riding it rather than avoiding it. . When you are not riding hills keep the cadence at 90RPM+ at Z2 effort . W/D with left over time @ 90RPM+ mixed Terrain. The goal of the workout is to build strength through the full range of motion.","2.5","","2022-11-05","On the uphills, think about unweighting or even pulling up sllightly on each up-stroke of the crank rotation to get a bit more power.","46866.76953125","123","353","1066.812","","2.4094443321228","5.40299987792969","","64","","128","162","","","0.675371567299298","109.96","19","109","17","0","0","","","","","","29","78","32","5","2","1","1","0","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-11-06","","10768.6904296875","","","","","1.36926078796387","2.18499994277954","","157","","147","171","","","0.773233760699036","85.72","53","20","4","0","0","0","0","","","","","","","","","","","","","","",""
"LOW CADENCE STRENGTH 5 x 2min","Bike","Warm-Up 25 minutes ---------------- Main Set 5 x 2 minutes @ Z4a SweetSpot - 45-55 RPM w/5 minutes recovery. ------------------------ Extra Volume 20 minutes @ Z2 Endurance ------------------------ Cool Down 5 minutes","1.25","","2022-11-08","Zwift ""Road to Sky"" route is ideal for this workout or any long climb. ------------ Focus on pushing down AND pulling back up. You want your glutes and quads activated on the way down, and your hamstring and hip flexors activated on the way up. -- Visualize scraping mud off the bottom of your shoe as you pull across the bottom of the stroke. -- To properly engage your hamstrings think about trying to pulling your heel up to your butt when your crank arm is going from 6 o’clock to 10 o’clock. -- Your knees should be tracking straight up and down, no collapsing in or out! -- Your core should be fully engaged to keep your hips rock steady in the saddle. This will be easier if you are both pushing and pulling during each pedal revolution.","22759.130859375","111","509","511.064","","1.26805555820465","4.98600006103516","","53","","123","161","","","0.658677593777914","54.46","17","55","4","0","0","","","","","","26","36","7","3","3","1","1","1","","","",""
"E05 250s 200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count ----------- 500= 2 x 250 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= kick 200= mix stroke warm down","0.833333333333333","2286","2022-11-09","","2034.54005432129","","","","","0.74452389187283","0.756615862521863","","21","","129","173","","","1.11908805709978","102.87","0","0","0","0","1","1","42","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-10","","7369.33984375","","","","","0.862717509269714","2.37299990653992","","156","","155","178","","","0.80189134925015","61.27","17","8","22","4","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEROBIC PACE 10x100","Swim","600 = 400 swim/200 kick 400 = 8 x 50 perfect form w/30"" rest 1000 = 10 X 100 w/20"" rest 500 = 2 x 250 pull 100 = 100 easy misc strokes","","2377.43994140625","2022-11-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEMPO BUILD 30'","Bike","Warm-Up 15 minutes @ Z1 1 minute @ 90% of FTP 1 minute @ 100% of FTP 1 minute @ 110% of FTP 7 minutes @ 55% of FTP ------------------ Main Set 30 minutes with increasing Z3 effort every 10 min. Effort 1: 10 minutes @ 80% of FTP Effort 2: 10 minutes @ 83% of FTP Effort 3: 10 minutes @ 87% of FTP Extra Volume 15 minutes @ Endurance effort Cool Down 5 minutes","1.25","","2022-11-11","","23785.26953125","126","504","516.027","","1.13333332538605","5.82999992370605","","56","","131","161","","","0.718781532176694","58.23","8","45","15","0","0","","","","","","18","25","13","7","3","2","1","0","","","",""
"The Grind ME 45'","Bike","WU: 15 - 20 minutes working at Endurance (Power Z2) with 4 x 1-minute Fast Pedals (100+ RPM) to wake up your legs. ------- MS: TEMPO – Complete 1 x 45-minute TEMPO (Power Z3) effort. Break this effort into three equal cadence efforts of 15 minutes. The first 15 minutes should be 1 – 2 gears HARDER/SLOWER/LOWER then natural cadence (Target 70-85 cadence), the 2nd 15 minutes should be a more NATURAL cadence (Target 80–95) and the final 15 minutes should be at back to LOWER RPM -------- CD: 10 minutes of easy pedaling.","2","","2022-11-12","Tempo efforts build and maintain muscular endurance and are an important part of maintaining strength. By adding some cadence elements to our Tempo work we can “maximize” the benefit.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-11-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-11-14","","2262.68994140625","","","","","0.277338624000549","2.26600003242493","","123","","148","171","","","0.993331967265035","29.38","5","4","7","0","0","0","0","","","","","","","","","","","","","","",""
"LOW CADENCE STRENGTH 6 x 2min","Bike","Warm-Up 20 minutes ---------------- Main Set 6 x 2 minutes @ Z4a SweetSpot - 45-55 RPM w/5 minutes recovery. ------------------------ Extra Volume 35 minutes @ Z2 Endurance ------------------------ Cool Down 5 minutes","1.25","","2022-11-15","Zwift ""Road to Sky"" route is ideal for this workout. ------------ Focus on pushing down AND pulling back up. You want your glutes and quads activated on the way down, and your hamstring and hip flexors activated on the way up. -- Visualize scraping mud off the bottom of your shoe as you pull across the bottom of the stroke. -- To properly engage your hamstrings think about trying to pulling your heel up to your butt when your crank arm is going from 6 o’clock to 10 o’clock. -- Your knees should be tracking straight up and down, no collapsing in or out! -- Your core should be fully engaged to keep your hips rock steady in the saddle. This will be easier if you are both pushing and pulling during each pedal revolution.","0","","","","","0.96255886554718","0","","","","126","150","","","0.621282585586939","41.12","4","46","8","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-11-15","","510.910003662109","","","","","0.0593441687524319","2.39100003242493","","155","","138","159","","","1.00774714494911","6.23","2","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-11-15","","532.02001953125","","","","","0.0571577809751034","2.58599996566772","","148","","137","157","","","0.894352180289075","4.7","2","1","0","0","0","0","0","","","","","","","","","","","","","","",""
